id,user_id,action_type,resource,ts,metadata
51,106,login,/checkout,2025-12-31 04:07:13.946917,Firefox
52,639,search,/product/1,2025-11-16 04:52:14.098319,Safari
53,372,purchase,/feed,2025-12-27 04:47:38.693384,Safari
54,98,click,/cart,2026-03-06 03:13:56.374335,Safari
55,721,login,/profile,2025-10-25 13:02:49.423836,Firefox
56,488,click,/feed,2026-01-19 19:32:54.339944,Mobile
57,586,click,/search,2026-02-21 00:24:04.735873,Safari
58,134,click,/feed,2025-11-06 04:31:41.430258,Mobile
59,396,purchase,/profile,2025-11-15 08:46:53.180731,Safari
60,54,checkout,/feed,2026-01-23 08:37:59.400532,Mobile
61,70,click,/feed,2026-04-07 17:32:17.167333,Chrome
62,75,login,/checkout,2026-03-10 19:57:09.953006,Safari
63,178,add_to_cart,/checkout,2026-01-13 08:15:16.262524,Chrome
64,284,checkout,/product/2,2025-12-20 04:17:06.81472,Firefox
65,204,search,/product/1,2026-02-20 12:49:52.791471,Firefox
66,159,search,/product/1,2026-01-24 00:51:40.330175,Firefox
67,674,purchase,/search,2025-11-10 16:26:22.341366,Chrome
68,432,view,/feed,2025-12-15 16:38:15.077803,Chrome
69,611,click,/product/1,2025-12-10 15:29:55.026454,Firefox
70,336,search,/,2026-01-11 04:42:50.657793,Mobile
71,234,checkout,/feed,2025-10-29 18:38:40.953597,Safari
72,940,click,/checkout,2026-03-09 08:14:54.784354,Safari
73,433,search,/checkout,2026-02-24 16:50:18.517144,Safari
74,514,checkout,/product/2,2025-10-23 01:29:53.287372,Chrome
75,513,search,/product/1,2026-02-04 23:22:03.945096,Firefox
76,442,logout,/cart,2025-12-01 23:23:08.197023,Safari
77,277,search,/profile,2025-11-20 10:06:27.501456,Mobile
78,969,click,/cart,2025-11-12 20:43:24.070947,Firefox
79,894,logout,/profile,2025-11-25 01:32:57.919981,Chrome
80,386,view,/cart,2026-03-19 06:35:05.23687,Firefox
81,562,logout,/checkout,2026-01-23 23:49:24.551363,Chrome
82,574,add_to_cart,/home,2026-03-14 23:35:56.091589,Firefox
83,503,search,/profile,2026-02-21 10:48:15.462121,Chrome
84,391,view,/cart,2025-11-13 07:58:07.438772,Chrome
85,42,logout,/search,2026-03-28 20:00:36.260933,Firefox
86,456,view,/profile,2026-04-01 15:32:41.477295,Mobile
87,104,click,/profile,2025-12-11 02:05:44.763609,Firefox
88,606,search,/product/1,2026-02-27 06:39:43.038275,Safari
89,111,logout,/product/1,2025-12-07 08:07:24.563929,Firefox
90,85,login,/,2026-01-01 09:55:43.827885,Safari
91,278,search,/home,2025-12-04 23:05:30.022676,Safari
92,473,add_to_cart,/product/1,2025-11-26 18:47:11.896008,Safari
93,63,purchase,/product/1,2025-11-14 20:09:36.799453,Safari
94,70,search,/profile,2026-01-30 09:26:07.649889,Mobile
95,712,login,/product/1,2025-12-14 22:07:41.429461,Chrome
96,519,logout,/product/1,2025-12-04 10:28:26.063975,Safari
97,494,login,/checkout,2026-03-17 15:02:12.649073,Chrome
98,97,purchase,/feed,2025-12-02 17:33:21.615846,Mobile
99,651,search,/home,2025-12-08 01:55:42.898085,Chrome
100,859,purchase,/product/1,2025-11-09 12:44:06.502862,Mobile
101,435,view,/profile,2026-01-25 05:51:36.459452,Safari
102,146,add_to_cart,/checkout,2026-04-07 09:09:05.484611,Firefox
103,645,search,/checkout,2025-11-27 08:40:36.520315,Safari
104,989,logout,/checkout,2026-02-26 11:21:24.211124,Mobile
105,775,purchase,/cart,2026-04-06 07:34:35.090474,Mobile
106,627,checkout,/feed,2025-10-26 18:34:02.905831,Firefox
107,174,purchase,/search,2025-11-27 16:01:36.481538,Firefox
108,585,search,/checkout,2025-10-29 10:55:24.950762,Chrome
109,779,search,/cart,2026-02-16 07:25:31.448943,Chrome
110,677,purchase,/feed,2026-03-23 04:54:40.146725,Chrome
111,513,purchase,/product/1,2026-04-08 03:30:31.052457,Mobile
112,954,logout,/profile,2025-10-18 21:35:39.913507,Firefox
113,582,logout,/home,2026-03-09 12:35:09.495634,Safari
114,256,logout,/,2025-12-08 06:58:04.230823,Firefox
115,806,purchase,/profile,2026-04-01 00:48:56.840839,Chrome
116,973,checkout,/feed,2026-03-25 05:47:23.014383,Safari
117,259,add_to_cart,/product/2,2026-01-27 20:47:45.282245,Firefox
118,256,logout,/feed,2025-11-14 06:10:15.53908,Mobile
119,988,add_to_cart,/cart,2025-10-27 17:28:26.673566,Mobile
120,303,logout,/feed,2026-01-23 14:52:55.163419,Chrome
121,719,search,/cart,2026-03-19 08:15:25.341635,Firefox
122,818,search,/feed,2026-04-12 05:01:40.668175,Safari
123,705,checkout,/cart,2025-11-28 04:38:21.844166,Safari
124,697,search,/profile,2025-12-22 00:14:51.746306,Firefox
125,722,add_to_cart,/feed,2026-01-17 00:19:22.233528,Firefox
126,6,add_to_cart,/home,2025-11-11 05:58:24.135512,Chrome
127,736,add_to_cart,/home,2026-03-09 09:03:52.05587,Safari
128,241,view,/search,2025-11-05 01:38:53.177297,Firefox
129,786,view,/home,2026-03-31 20:58:16.039289,Mobile
130,593,logout,/checkout,2025-11-27 23:27:14.421664,Firefox
131,373,purchase,/feed,2026-01-30 15:09:58.355103,Firefox
132,912,purchase,/checkout,2025-11-27 05:50:53.535331,Safari
133,597,click,/product/1,2026-03-11 15:34:29.247972,Safari
134,334,view,/profile,2026-03-03 06:51:24.608069,Firefox
135,499,add_to_cart,/feed,2026-03-28 19:04:25.472755,Chrome
136,318,add_to_cart,/profile,2025-11-27 22:26:51.986115,Safari
137,646,login,/home,2026-01-11 08:36:03.286182,Firefox
138,773,add_to_cart,/feed,2026-01-09 15:22:58.070077,Firefox
139,873,add_to_cart,/search,2026-02-26 18:57:54.773694,Firefox
140,525,add_to_cart,/profile,2026-03-08 10:09:20.100774,Safari
141,873,login,/checkout,2026-02-24 07:16:02.459881,Safari
142,854,purchase,/search,2026-04-02 15:32:11.300643,Firefox
143,283,logout,/home,2026-01-26 02:22:15.35582,Firefox
144,131,view,/home,2025-12-09 02:26:07.323544,Mobile
145,951,view,/product/1,2026-01-09 13:44:11.143056,Firefox
146,979,view,/home,2025-12-05 23:31:27.616859,Safari
147,803,logout,/cart,2026-04-12 17:09:43.127335,Firefox
148,332,add_to_cart,/search,2026-03-19 21:51:05.855157,Safari
149,670,purchase,/cart,2025-12-15 22:37:09.918321,Firefox
150,208,checkout,/,2026-03-29 03:27:00.465145,Mobile
151,843,search,/product/1,2025-11-25 09:07:07.806923,Safari
152,96,view,/cart,2025-11-20 03:28:23.818987,Firefox
153,487,checkout,/checkout,2026-04-10 05:19:00.504,Firefox
154,265,login,/feed,2025-12-12 05:10:19.79279,Mobile
155,25,search,/cart,2025-12-02 12:11:45.287116,Safari
156,138,login,/product/2,2026-02-14 06:43:38.151978,Firefox
157,749,view,/product/1,2025-11-20 01:55:10.873415,Mobile
158,620,login,/product/1,2026-03-04 23:37:36.508521,Mobile
159,573,search,/home,2026-03-13 11:00:20.712061,Firefox
160,190,search,/search,2026-03-04 17:43:11.633985,Firefox
161,795,search,/home,2026-04-06 12:19:18.871189,Chrome
162,471,view,/feed,2026-04-14 06:54:10.113727,Safari
163,530,add_to_cart,/product/1,2025-12-10 15:29:56.321356,Firefox
164,160,purchase,/product/1,2025-12-27 04:40:30.898747,Safari
165,706,checkout,/search,2026-02-21 02:17:36.117808,Safari
166,588,purchase,/checkout,2026-04-03 00:36:55.176299,Chrome
167,791,search,/product/1,2026-01-25 06:42:47.713519,Firefox
168,871,view,/search,2026-02-03 01:36:49.759543,Safari
169,356,add_to_cart,/cart,2025-12-25 01:57:46.594929,Firefox
170,640,click,/checkout,2026-04-12 09:37:49.653024,Mobile
171,121,checkout,/home,2026-04-03 01:53:24.082886,Safari
172,504,search,/home,2026-01-08 16:41:12.609395,Safari
173,329,purchase,/profile,2025-10-21 23:20:56.742995,Safari
174,478,add_to_cart,/search,2025-10-25 02:26:12.616594,Firefox
175,261,click,/product/2,2026-02-18 08:16:15.940401,Firefox
176,613,click,/cart,2025-12-18 04:10:38.82101,Safari
177,254,view,/product/1,2026-02-19 12:12:46.401991,Safari
178,456,view,/feed,2026-04-02 01:08:59.001069,Chrome
179,482,purchase,/home,2026-03-31 16:12:21.567778,Firefox
180,138,search,/product/2,2026-02-19 22:38:04.972876,Firefox
181,939,view,/profile,2026-04-12 22:23:19.046888,Mobile
182,71,checkout,/product/1,2026-02-28 11:02:10.029449,Safari
183,770,search,/feed,2026-03-13 06:11:56.84665,Safari
184,215,logout,/search,2026-04-02 06:36:35.998069,Mobile
185,124,purchase,/product/2,2026-02-08 14:15:33.191535,Mobile
186,930,add_to_cart,/cart,2025-11-30 18:08:03.379375,Safari
187,478,logout,/search,2025-11-28 19:10:47.66977,Chrome
188,308,search,/product/2,2025-12-09 05:29:40.195329,Mobile
189,425,view,/feed,2026-02-21 21:41:52.012217,Firefox
190,594,add_to_cart,/product/1,2025-12-08 03:37:18.776887,Chrome
191,71,login,/checkout,2025-12-06 16:12:27.268519,Firefox
192,80,logout,/product/2,2026-03-31 10:58:46.867767,Mobile
193,312,search,/product/1,2026-01-03 23:03:02.831854,Safari
194,397,view,/product/1,2025-12-09 07:12:00.277271,Mobile
195,807,add_to_cart,/product/1,2026-04-07 03:09:56.433854,Mobile
196,845,click,/product/1,2025-11-19 15:27:48.601185,Safari
197,794,view,/product/2,2026-01-09 13:30:52.236611,Firefox
198,234,click,/feed,2026-03-13 09:02:30.825735,Firefox
199,11,login,/cart,2025-10-17 23:54:12.447279,Chrome
200,723,click,/checkout,2026-04-05 04:28:21.433345,Mobile
201,343,login,/search,2025-12-07 12:04:14.809638,Mobile
202,462,login,/feed,2025-12-14 11:04:34.672644,Mobile
203,798,logout,/product/1,2026-03-17 16:08:35.939691,Firefox
204,329,purchase,/cart,2025-11-18 09:21:30.895582,Firefox
205,97,view,/checkout,2026-03-04 15:30:32.627342,Mobile
206,638,purchase,/search,2026-02-27 05:40:34.45731,Firefox
207,349,purchase,/checkout,2025-11-19 19:33:51.425994,Safari
208,446,login,/feed,2025-11-24 10:53:37.589105,Firefox
209,708,add_to_cart,/,2025-11-03 13:37:16.783122,Firefox
210,815,logout,/home,2026-02-03 21:27:22.764644,Firefox
211,599,logout,/home,2025-12-15 15:56:49.843142,Mobile
212,590,add_to_cart,/home,2026-02-20 23:34:59.070188,Safari
213,225,add_to_cart,/profile,2026-03-29 05:32:57.81911,Chrome
214,555,search,/home,2026-01-30 10:54:23.855453,Firefox
215,215,search,/home,2026-04-07 08:14:15.364445,Firefox
216,138,login,/feed,2025-11-20 18:15:38.723471,Firefox
217,387,add_to_cart,/search,2026-01-12 15:50:58.115171,Firefox
218,442,purchase,/home,2025-12-15 03:10:30.40923,Safari
219,691,checkout,/checkout,2025-11-28 15:35:42.508722,Firefox
220,680,checkout,/checkout,2026-02-22 19:59:48.249585,Mobile
221,52,checkout,/product/2,2026-03-12 18:58:31.627006,Chrome
222,491,search,/search,2026-02-08 23:37:04.576642,Safari
223,548,view,/product/1,2026-04-06 09:52:15.177555,Chrome
224,156,view,/home,2026-02-28 05:25:52.405303,Firefox
225,477,add_to_cart,/profile,2026-03-20 06:11:50.873269,Safari
226,736,checkout,/product/2,2026-02-12 08:34:48.154296,Mobile
227,908,click,/home,2025-10-29 13:01:13.221041,Safari
228,572,search,/profile,2025-12-16 17:41:17.269701,Chrome
229,810,login,/checkout,2026-03-20 08:44:22.200768,Firefox
230,350,purchase,/,2025-12-24 15:13:57.586614,Safari
231,945,view,/cart,2026-02-20 07:30:12.285303,Chrome
232,230,purchase,/product/2,2025-12-04 07:27:15.938701,Mobile
233,187,checkout,/,2026-02-20 15:52:51.036758,Firefox
234,855,checkout,/home,2026-02-16 23:37:59.266776,Mobile
235,53,click,/feed,2026-02-16 11:00:27.466336,Chrome
236,471,click,/product/2,2025-11-15 16:28:41.020087,Chrome
237,628,checkout,/checkout,2026-03-14 13:50:44.611988,Firefox
238,173,add_to_cart,/cart,2025-10-23 04:42:03.047779,Firefox
239,664,search,/search,2026-02-13 16:09:52.687226,Safari
240,603,search,/feed,2025-12-23 15:47:08.107174,Chrome
241,925,logout,/feed,2025-11-14 19:49:00.729447,Firefox
242,905,logout,/product/2,2026-03-12 06:35:34.995235,Chrome
243,49,purchase,/feed,2026-04-09 18:38:59.950109,Safari
244,519,logout,/home,2025-11-23 23:39:00.21654,Chrome
245,508,purchase,/product/2,2026-01-01 20:54:42.284358,Firefox
246,993,click,/product/1,2025-11-06 01:55:42.763144,Chrome
247,348,search,/profile,2026-04-07 15:47:59.980862,Firefox
248,343,view,/profile,2026-01-20 17:35:41.424023,Firefox
249,387,add_to_cart,/checkout,2026-01-10 00:24:10.292717,Safari
250,12,view,/product/2,2026-01-11 04:05:23.122669,Mobile
251,3,search,/feed,2026-03-27 16:47:28.989993,Mobile
252,234,add_to_cart,/feed,2026-01-15 05:09:01.311613,Safari
253,533,view,/feed,2026-02-01 21:23:35.299538,Firefox
254,855,logout,/search,2026-03-18 01:34:56.206407,Chrome
255,801,view,/profile,2025-10-19 10:25:35.380499,Firefox
256,565,logout,/search,2025-12-29 12:03:46.906082,Firefox
257,803,click,/cart,2026-04-01 05:26:56.201069,Safari
258,254,checkout,/,2025-11-15 12:12:44.781939,Chrome
259,425,purchase,/checkout,2026-04-02 01:29:12.389548,Safari
260,702,click,/home,2025-12-04 10:35:18.763792,Firefox
261,474,checkout,/profile,2026-01-29 17:27:58.943385,Safari
262,50,search,/product/2,2026-04-07 12:39:28.782883,Safari
263,568,search,/home,2026-03-13 21:26:52.887197,Firefox
264,782,search,/feed,2026-01-18 08:56:57.136319,Chrome
265,933,purchase,/cart,2025-12-05 01:55:54.023447,Mobile
266,5,search,/product/2,2025-11-28 08:46:46.076275,Safari
267,382,purchase,/,2026-04-03 22:36:12.077304,Firefox
268,321,checkout,/home,2026-02-27 20:35:32.702898,Chrome
269,296,view,/cart,2026-02-13 06:46:36.835203,Safari
270,454,search,/feed,2025-12-23 07:46:15.832275,Safari
271,761,checkout,/checkout,2026-03-23 23:09:08.698669,Safari
272,672,click,/checkout,2026-03-02 18:32:08.491014,Firefox
273,658,view,/feed,2026-02-15 22:29:58.680134,Firefox
274,210,view,/home,2026-04-06 21:39:35.344554,Safari
275,518,click,/checkout,2026-03-05 15:57:58.758507,Mobile
276,608,add_to_cart,/search,2026-03-29 03:49:14.001428,Firefox
277,267,click,/product/2,2025-10-21 15:46:24.991988,Firefox
278,115,logout,/home,2026-01-20 20:45:00.228145,Mobile
279,789,purchase,/checkout,2025-12-20 15:08:54.298092,Safari
280,319,login,/feed,2026-02-15 21:53:17.117415,Chrome
281,485,checkout,/home,2026-03-09 19:19:00.484884,Mobile
282,133,add_to_cart,/cart,2026-02-13 11:39:00.193654,Safari
283,61,logout,/home,2026-03-11 04:39:19.132507,Safari
284,341,checkout,/search,2026-01-05 22:15:05.992208,Firefox
285,899,add_to_cart,/,2025-12-04 06:18:34.766209,Chrome
286,751,click,/checkout,2026-03-07 05:33:47.011644,Chrome
287,833,purchase,/search,2025-11-01 15:48:09.216048,Mobile
288,48,login,/cart,2025-12-22 18:32:43.869791,Safari
289,410,purchase,/feed,2025-12-17 09:39:31.952163,Safari
290,935,purchase,/feed,2026-01-28 05:53:28.790497,Safari
291,875,search,/home,2026-03-14 20:01:44.676217,Safari
292,452,purchase,/search,2025-11-15 23:41:00.20461,Safari
293,530,view,/cart,2025-11-06 19:16:50.622125,Firefox
294,266,click,/home,2026-01-15 11:47:21.444151,Safari
295,923,add_to_cart,/cart,2025-12-17 13:43:30.662806,Firefox
296,678,click,/home,2026-01-04 00:31:31.399541,Mobile
297,121,purchase,/feed,2026-01-01 21:56:53.48673,Firefox
298,617,checkout,/checkout,2026-03-02 20:35:50.726727,Safari
299,867,search,/,2025-11-08 04:15:34.711337,Mobile
300,347,login,/feed,2026-01-05 23:23:54.701116,Safari
301,353,search,/product/2,2025-12-06 08:05:38.963796,Safari
302,900,logout,/,2026-04-12 07:50:49.140457,Firefox
303,346,view,/home,2026-01-28 20:54:25.136493,Firefox
304,337,search,/checkout,2026-01-05 21:58:33.789233,Mobile
305,515,search,/checkout,2026-03-31 04:06:37.371702,Safari
306,754,search,/,2026-02-01 06:36:46.278312,Safari
307,978,view,/product/2,2026-02-11 05:02:54.475525,Firefox
308,696,search,/cart,2026-02-22 08:19:30.407639,Firefox
309,321,click,/feed,2026-02-05 01:43:21.600494,Chrome
310,463,checkout,/cart,2025-11-17 05:03:30.251127,Firefox
311,557,add_to_cart,/search,2025-12-03 23:56:25.878744,Safari
312,616,logout,/cart,2026-01-27 09:34:49.888354,Firefox
313,43,view,/home,2025-11-14 21:07:31.403103,Mobile
314,284,click,/cart,2025-11-03 21:12:59.953928,Safari
315,399,click,/checkout,2025-11-25 03:32:58.909127,Chrome
316,741,view,/profile,2025-11-15 16:05:28.279251,Safari
317,145,search,/search,2025-12-29 17:50:43.473487,Safari
318,355,view,/,2025-11-25 06:35:34.801712,Firefox
319,869,search,/checkout,2026-03-18 07:49:27.804227,Firefox
320,932,logout,/profile,2026-02-16 01:16:16.491217,Mobile
321,212,click,/product/2,2026-04-14 20:39:50.497392,Firefox
322,423,click,/checkout,2026-01-11 04:00:26.501228,Chrome
323,922,click,/checkout,2026-01-29 03:32:39.472515,Safari
324,91,purchase,/checkout,2026-02-09 01:27:39.825172,Chrome
325,626,logout,/feed,2026-01-09 23:08:33.332942,Firefox
326,290,search,/feed,2026-01-21 07:06:43.725437,Chrome
327,322,search,/checkout,2025-12-30 18:48:59.96603,Safari
328,456,logout,/cart,2026-03-06 03:37:08.410392,Firefox
329,107,add_to_cart,/product/2,2025-10-22 00:43:53.477051,Firefox
330,208,search,/product/1,2025-12-31 15:35:59.63929,Firefox
331,936,view,/home,2025-11-04 13:02:14.078371,Mobile
332,943,click,/product/1,2026-02-15 04:27:13.638812,Safari
333,445,add_to_cart,/home,2025-12-14 04:43:20.838003,Firefox
334,531,login,/home,2025-10-19 01:17:43.433401,Mobile
335,951,click,/profile,2025-12-15 13:22:35.926525,Firefox
336,257,login,/cart,2026-03-31 12:31:57.97088,Mobile
337,742,add_to_cart,/profile,2025-12-06 16:14:40.663557,Chrome
338,571,view,/checkout,2026-01-09 02:00:23.416453,Firefox
339,125,add_to_cart,/feed,2026-03-07 07:02:01.377611,Firefox
340,2,logout,/search,2026-01-13 01:43:36.260481,Firefox
341,489,add_to_cart,/,2026-03-21 18:09:28.592271,Chrome
342,469,purchase,/search,2026-04-15 14:51:06.370187,Chrome
343,410,search,/search,2026-02-03 07:18:12.925673,Firefox
344,327,logout,/profile,2025-11-21 09:31:50.353773,Firefox
345,948,add_to_cart,/product/2,2026-04-13 22:09:03.070877,Firefox
346,642,click,/home,2025-11-19 18:26:28.688972,Firefox
347,320,search,/search,2025-12-28 04:10:33.827808,Mobile
348,816,view,/checkout,2025-12-03 00:49:47.898725,Firefox
349,728,add_to_cart,/,2025-11-10 04:30:51.688292,Firefox
350,440,add_to_cart,/,2025-10-18 07:33:54.953469,Chrome
351,764,view,/product/1,2025-12-25 15:09:33.023789,Firefox
352,803,checkout,/checkout,2025-12-19 12:36:03.848869,Safari
353,443,search,/home,2026-01-29 22:40:27.376107,Safari
354,647,purchase,/search,2025-11-04 13:28:14.840094,Safari
355,509,checkout,/product/1,2026-02-10 21:21:32.715317,Mobile
356,516,click,/feed,2025-12-29 02:07:32.024036,Firefox
357,673,add_to_cart,/feed,2026-01-14 08:55:32.946721,Mobile
358,664,search,/profile,2026-03-02 01:30:38.569727,Firefox
359,6,login,/profile,2026-03-12 02:15:19.378532,Firefox
360,767,add_to_cart,/search,2026-01-31 07:13:06.06135,Firefox
361,455,view,/search,2026-01-26 02:02:15.002577,Firefox
362,278,logout,/checkout,2025-11-25 17:29:52.160888,Firefox
363,855,add_to_cart,/checkout,2025-11-01 08:15:12.201877,Firefox
364,650,add_to_cart,/search,2026-01-14 06:41:12.741836,Firefox
365,150,login,/product/2,2025-12-07 17:30:08.013827,Firefox
366,494,login,/cart,2025-12-21 01:13:15.791482,Mobile
367,200,search,/home,2025-11-04 00:12:36.141715,Firefox
368,406,add_to_cart,/home,2026-01-19 00:47:04.207495,Firefox
369,305,logout,/product/2,2025-10-30 13:33:43.300632,Safari
370,652,search,/checkout,2025-12-04 23:19:24.895614,Safari
371,277,purchase,/cart,2026-04-15 15:41:12.125877,Firefox
372,22,view,/checkout,2026-04-08 23:26:52.448202,Firefox
373,852,add_to_cart,/feed,2026-04-06 23:20:43.13528,Firefox
374,564,purchase,/home,2026-03-10 16:32:07.530627,Safari
375,399,login,/cart,2026-01-02 22:12:11.724159,Safari
376,460,purchase,/cart,2025-12-06 02:35:29.71799,Firefox
377,295,purchase,/profile,2026-02-26 14:48:14.590372,Chrome
378,47,search,/cart,2025-11-16 17:39:22.618525,Firefox
379,101,add_to_cart,/product/2,2025-11-21 06:34:32.642815,Firefox
380,65,add_to_cart,/search,2026-01-17 02:17:47.745359,Safari
381,87,logout,/feed,2025-12-10 17:12:46.774589,Chrome
382,729,search,/cart,2026-02-14 16:04:32.637532,Mobile
383,252,click,/home,2025-12-31 12:07:07.691693,Firefox
384,147,purchase,/cart,2025-12-21 10:16:22.26226,Firefox
385,670,click,/profile,2025-10-29 18:40:17.798696,Firefox
386,373,view,/feed,2026-01-05 23:25:34.558555,Safari
387,671,checkout,/,2025-12-14 22:06:32.206695,Chrome
388,407,checkout,/checkout,2026-03-24 19:59:03.928125,Safari
389,460,checkout,/product/1,2026-01-01 03:50:44.405242,Safari
390,855,logout,/home,2025-10-18 11:03:40.104743,Firefox
391,281,click,/feed,2025-11-26 11:36:50.311789,Firefox
392,101,view,/,2026-01-17 23:46:11.314666,Mobile
393,918,logout,/product/1,2026-03-23 05:43:14.20548,Firefox
394,530,login,/,2026-04-11 00:13:35.071761,Mobile
395,418,purchase,/profile,2026-03-06 10:10:19.838292,Safari
396,144,click,/product/2,2025-12-02 15:10:05.970615,Firefox
397,677,checkout,/feed,2026-04-04 22:34:16.066179,Firefox
398,188,purchase,/cart,2025-12-26 02:11:12.11493,Firefox
399,321,logout,/product/1,2025-12-20 21:06:34.977215,Safari
400,868,add_to_cart,/search,2026-01-04 07:43:33.63647,Safari
401,590,view,/feed,2026-02-18 20:10:40.499996,Safari
402,63,search,/home,2025-11-30 22:25:06.854269,Firefox
403,493,click,/home,2025-11-04 10:40:12.77563,Chrome
404,245,purchase,/,2026-03-16 06:19:57.849154,Firefox
405,998,add_to_cart,/feed,2025-11-21 09:27:33.735919,Mobile
406,779,search,/product/1,2025-12-31 23:05:00.848053,Mobile
407,770,view,/feed,2026-01-07 15:21:52.509916,Chrome
408,897,checkout,/home,2026-01-04 05:36:09.434771,Safari
409,964,add_to_cart,/product/2,2025-11-01 04:25:47.570524,Safari
410,151,search,/home,2025-12-30 03:32:44.379245,Firefox
411,977,login,/cart,2025-12-05 22:19:44.631891,Firefox
412,977,click,/search,2026-04-05 23:26:16.52556,Safari
413,342,logout,/search,2026-01-12 20:45:35.963685,Mobile
414,799,add_to_cart,/product/2,2025-11-18 06:26:10.854343,Firefox
415,924,view,/checkout,2025-12-11 02:48:30.016896,Mobile
416,666,search,/home,2025-10-26 08:39:01.760144,Safari
417,793,click,/product/2,2026-02-10 11:04:59.627378,Firefox
418,314,purchase,/search,2026-04-11 07:42:12.930599,Chrome
419,925,view,/product/2,2025-10-23 00:40:20.692493,Safari
420,360,logout,/profile,2025-12-30 10:54:20.349708,Chrome
421,121,view,/product/2,2025-11-19 17:02:38.955993,Safari
422,886,login,/checkout,2026-02-18 00:19:22.783731,Firefox
423,443,search,/product/1,2026-03-23 03:16:26.463395,Firefox
424,58,view,/home,2026-01-24 00:13:01.910959,Firefox
425,587,view,/product/2,2026-01-22 10:47:57.816061,Chrome
426,18,view,/search,2026-03-15 10:28:21.31099,Safari
427,499,view,/cart,2026-01-11 09:50:16.928529,Safari
428,963,click,/feed,2026-02-11 19:57:46.095999,Chrome
429,709,login,/cart,2026-01-06 00:03:06.009814,Safari
430,211,checkout,/search,2026-01-19 00:44:46.868199,Chrome
431,683,purchase,/checkout,2026-02-25 12:37:52.698456,Firefox
432,378,checkout,/product/2,2026-02-15 08:40:36.332267,Firefox
433,494,checkout,/,2026-02-20 16:50:27.05757,Safari
434,229,checkout,/search,2026-02-07 17:15:26.97779,Safari
435,19,login,/feed,2025-10-28 23:45:52.39943,Safari
436,192,view,/product/1,2025-11-11 04:02:05.7096,Firefox
